frame,time,Hips.x,Hips.y,Hips.z,RightUpLeg.x,RightUpLeg.y,RightUpLeg.z,RightLeg.x,RightLeg.y,RightLeg.z,RightFoot.x,RightFoot.y,RightFoot.z,RightFoot_End.x,RightFoot_End.y,RightFoot_End.z,LeftUpLeg.x,LeftUpLeg.y,LeftUpLeg.z,LeftLeg.x,LeftLeg.y,LeftLeg.z,LeftFoot.x,LeftFoot.y,LeftFoot.z,LeftFoot_End.x,LeftFoot_End.y,LeftFoot_End.z,Spine.x,Spine.y,Spine.z,Spine1.x,Spine1.y,Spine1.z,Neck.x,Neck.y,Neck.z,Head.x,Head.y,Head.z,Head_End.x,Head_End.y,Head_End.z,RightShoulder.x,RightShoulder.y,RightShoulder.z,RightArm.x,RightArm.y,RightArm.z,RightForeArm.x,RightForeArm.y,RightForeArm.z,RightHand.x,RightHand.y,RightHand.z,RightHand_End.x,RightHand_End.y,RightHand_End.z,LeftShoulder.x,LeftShoulder.y,LeftShoulder.z,LeftArm.x,LeftArm.y,LeftArm.z,LeftForeArm.x,LeftForeArm.y,LeftForeArm.z,LeftHand.x,LeftHand.y,LeftHand.z,LeftHand_End.x,LeftHand_End.y,LeftHand_End.z
20,0.833334,-0.826966,105.029,74.3585,-11.56942865116832,101.4516484296802,73.89944932013418,-8.463405887945994,57.62345395277948,70.7993376079634,-1.393408648803752,11.999900666628164,56.98810151872675,-1.7949437611558612,7.851369922994037,72.2402640612212,9.991754595596284,101.67695123144465,74.00110760535738,11.438941768632564,62.925556675109085,94.89138693245184,11.21933111952934,17.146886152880924,78.9051740034127,13.836314698284834,9.861164360512964,92.69174917321969,-0.8771655010156366,111.36368285484419,70.96614339636282,0.3046880391731236,134.46808349272814,76.04571040139295,0.08551618738329442,155.76219092377093,73.85339068869334,1.065806924161776,169.7093385273092,84.04953119130033,0.8192550570446964,189.53469819222823,86.67523611254003,-5.375012187437334,150.0857240008671,82.34415391239457,-19.364524573781274,150.35781796033856,80.79581428426104,-27.312627699203883,122.89480518628194,82.51335238631604,-29.07939742384164,98.87011166815427,89.87410524330298,-29.82891173392735,84.80714241217026,95.03851460006639,6.066022257092757,150.1728260932572,82.04639105007405,19.33762415933126,151.8680133336661,77.6681755799362,25.968363411733627,123.55951898780617,72.70137675534437,26.20529101714997,99.81648957183104,79.26485384416972,26.851824164644892,85.73516919355941,84.39305150939896
21,0.8750007,-0.677343,104.104,79.7413,-11.448791090524377,100.63136134325487,79.17089453989365,-8.41095896019342,57.072891902674165,73.37434236808056,-1.363271884472379,12.244465767884968,57.15749819639096,-1.7239571458929892,7.695960767697874,72.29622365150993,10.112158771767568,100.65399416917963,79.43669061007435,12.199129009670095,62.60650524704128,101.5319806757081,11.162462292657285,14.411712945464288,96.28972690865403,14.521584970014429,10.195169289826925,111.15367841686911,-0.6428681157258234,110.46738971415854,76.4029032267426,0.5182038120350789,133.59831009461786,81.3652153810027,0.45698297118737274,154.89095895523582,79.14876104689829,1.5268147821982927,168.93666568912903,89.19956994937057,1.5330149490703642,188.7753850621731,91.73436287888921,-5.087315253117964,149.26160393477048,87.61657223005099,-19.053853587752428,149.70135882524036,85.90769244551558,-27.287730205660075,122.45905666261385,89.13253349176726,-28.674596137821833,99.14437915117873,98.56600962442877,-29.24904399156447,85.77136023553122,105.33597083148636,6.355464100889785,149.2698156648185,87.37939744095317,19.631248478450757,150.95573795556496,83.01029424640943,26.12260398643401,122.69819462229682,77.58994424254901,26.46355965344238,98.8266320067285,83.66440385289629,27.221829058220614,84.65958302884687,88.53469653076283
22,0.9166674,-0.343228,102.926,85.3013,-11.13667944950558,99.54974428900874,84.58647220446754,-8.25018031935822,56.34203486990761,76.52851522612599,-1.3028164766802837,12.609596479586322,57.5166324734209,-1.6638443803530198,7.480831611827271,72.4687370003432,10.41886349390043,99.38334860295659,85.11239962402527,12.506128174615204,61.84219362106996,108.0574145492162,10.733264122077104,13.579493110490418,112.40052402398474,14.351104801222782,12.324392663874585,127.74118736326781,-0.21322050609695942,109.30243004544175,81.9902506021932,0.9012223020908843,132.4735189365451,86.77258940373842,0.9922902994661164,153.7621658653131,84.51902958198737,2.082238077699839,167.89753432436964,94.44115383639144,2.3090281928066347,187.7508751131681,96.84810746442874,-4.684717726010819,148.18077357926728,92.93047101660122,-18.616506991036864,148.71498724179224,90.9816993080174,-27.026114726084842,121.7025516404546,95.44781301890396,-28.058789349750878,99.17051967047223,106.66071518323378,-28.486664968224428,86.57824899536323,114.80022632948241,6.759910470621342,148.12100423217453,92.82833520701337,20.091638378539205,149.75227482526793,88.61148392011071,26.412222252106027,121.54771979372148,82.73271358129196,26.807618817398406,97.4887851485268,88.01268870699192,27.632703386820307,83.1603488228936,92.37332488942872
23,0.9583341000000001,0.051871,101.811,90.6657,-10.738214775756013,98.4537796595294,89.82201988677036,-8.10307022153556,55.604431716817004,79.9651392848073,-1.411829730034035,13.394805876955438,57.69815689221126,-1.7136334317784558,7.347639613597268,72.30434375630814,10.810110651476393,98.25267771901503,90.58027317664836,12.54343170036359,60.97704247635997,113.98307891734198,10.166037368052805,13.751819323017244,124.72645835484575,13.67685781883257,14.947640717951373,140.0966942331205,0.2271288894930505,108.19914036687807,87.3794015484236,1.3558699733358321,131.3688804980083,92.16492068498943,1.650892264553843,152.66342801982435,89.98581054621665,2.7777736743667845,166.83175695109892,99.85666516655353,3.19159497814715,186.69002443614806,102.1971703301406,-4.151370961001087,147.10292051933342,98.32530722037853,-18.053193714831664,147.7091133383003,96.19230419135785,-26.595495168925673,120.89687445668656,101.52824675804877,-27.37584824602011,99.03877105066043,114.02234220702155,-27.721644790507327,87.14789365770757,123.15948944101002,7.29277467088542,146.94467949891697,98.32833925445289,20.688972592095805,148.40576507975132,94.25587590707497,26.65309697000221,120.21691639721608,87.94519638067734,27.009539528977886,95.96717883782742,92.2683883769377,27.83532713874674,81.45219951066996,95.96073857102054
24,1.0000008,0.573064,100.903,96.8529,-10.179612393392695,97.49524673925036,95.76853673571694,-7.959709994015869,54.95835158926194,84.55010166326775,-1.60145611039201,14.889667096407422,58.54400914070946,-1.9527397400025956,7.397142642787605,72.4630133121104,11.347503542621606,97.39612538172294,97.0010841765406,12.181498984540529,59.76493464848522,119.8782919768856,9.29148060622303,12.643741284060347,130.94783745617102,12.297277281148286,14.120462190843902,146.4004903582612,0.7900408904350693,107.29538085353066,93.5773545125992,1.994026350271766,130.50672183637255,98.13763700117883,2.5441949449482553,151.78846667415675,95.88420306938121,3.6585812374671924,166.03029506495628,105.65014616928009,4.201870212374708,185.90063619918382,107.85794604679813,-3.421872022525407,146.32185340580386,104.17002778958184,-17.281265212113656,146.96948816124487,101.78766820831798,-25.902375196594257,120.24526805792806,107.42964246892286,-26.65984178049014,98.76287512035117,120.56056378356536,-27.078110115029908,87.32123680241911,130.2514855251723,8.018979355188733,146.0417959379026,104.31837274341956,21.49111730087664,147.26719603157696,100.42251066715468,27.09088697690877,119.08373058088083,93.76356927293084,27.433816983007365,94.66658085495685,97.01195507303704,28.268882679270813,79.97124580815849,99.90155593565869
25,1.0416675,1.21979,100.423,103.604,-9.464589553159147,96.90347715743738,102.23810537711884,-7.801152691817693,54.550686576555535,90.25299757789892,-1.8055880982073713,17.373490339757197,60.18386052837862,-2.3074069618534145,7.859686311864941,72.80272381898249,12.022977910377417,97.02925457467697,104.03096435129314,11.699530409224902,58.4958341694886,125.36730880693119,8.526324763805196,10.63310715200079,132.46548010761273,10.954776385908904,10.854453888106905,148.08769596649515,1.454802593645199,106.81992210390636,100.33858013955596,2.7801633376896513,130.0869108941899,104.569745359193,3.6286296535237925,151.3394046776786,102.13973996788833,4.714152297500703,165.70565931473556,111.72501751447263,5.346209009734129,185.59852883749747,113.69332807505265,-2.51506520916905,146.02112772540642,110.39223357122134,-16.32520723289646,146.7187988484983,107.75195331659268,-24.975657108420428,119.93725163408996,113.06775963415404,-25.928843214999812,98.39717727749102,126.0909961550776,-26.556835897417155,87.0268197346314,135.85422280093425,8.918376240494677,145.59935845789602,110.69562434183761,22.461408998316458,146.54551057413792,106.97152613851412,27.611871922387625,118.32785935209074,100.09813273310162,27.85822416194801,93.80145544989637,102.39195797363152,28.631582019445787,78.97396246762145,104.52441418299068
26,1.0833342,2.10674,100.517,110.754,-8.482784873222048,96.78492974969336,109.22354575295805,-7.402202580805765,54.34488707977433,97.48285492049877,-1.8544396046586433,21.12412416413037,63.01769925580654,-2.4877070965156225,9.137447576452793,73.30937339883008,12.962331960610214,97.33224387584654,111.40371317556513,12.03048207854911,58.12070233534193,131.44754930922997,9.372030395050249,9.800539040313808,134.51159258908405,11.252321125460139,8.946732067950116,150.18754616209125,2.280773634683129,106.89177637789368,107.44178795765613,3.6745337714471518,130.2240414578422,111.27257723730636,4.818826701474922,151.4444197505732,108.68811363497413,5.890790776185201,165.95034930892857,118.06223108799138,6.619515216908035,185.86763980613546,119.72671297115073,-1.4933183461381434,146.26841766320518,116.90386279554714,-15.251629441166905,147.04201410713753,114.02492690031715,-23.870515766578826,120.0743772472106,118.36090565408183,-25.203274871462845,98.0270118368844,130.46980684921115,-26.151861598306706,86.31505664851464,139.79344824553664,9.92928431515002,145.70731309806916,117.3542279439724,23.53092293927598,146.41979083490753,113.79534472761162,28.294106450138628,118.20002902651842,106.65645321376093,28.45301755889146,93.60697084438671,108.07879232360898,29.15427070143664,78.69464699992321,109.5385325703365
27,1.1250009,2.95686,101.065,117.674,-7.568016183354124,97.11392625001302,116.25108990328624,-6.8475870182487855,54.17361483187998,106.4643980071222,-2.081932243278213,25.446175512468397,68.0682200405104,-2.706157769644129,11.332010728536828,75.16756472465266,13.873753308851018,98.09402540614086,118.30915828098858,12.343277669137704,57.993654012727355,136.46918470071532,9.655829337223759,9.593405724566772,135.24955584725154,11.352615048595522,7.8629781687555,150.87410507991018,2.993796779337485,107.39583153910166,114.27429149993006,4.453510954707746,130.77566144148773,117.77641883151254,5.858243627065567,151.97560041099052,115.15294268016912,7.009944328210382,166.55928378545838,124.39604508578233,7.906498092918844,186.4860717198251,125.85183145945257,-0.5658062467353107,146.8910093173429,123.33898101438905,-14.298131995895318,147.73658255107338,120.35802765013531,-22.779213925053497,120.54548975585253,123.36719247861446,-24.493002139570038,97.7611701448049,133.97029421060392,-25.732537304776027,85.45134612985252,142.4515550422916,10.846452577488456,146.1998521692527,123.86449883822627,24.497307761746846,146.70896541784737,120.46261642212026,28.978458183263225,118.45142319968839,113.29064009647561,29.05412274364817,93.83504693472592,114.23674077277704,29.674975249300587,78.88721484191842,115.32157158514325
28,1.1666676,3.80708,101.894,124.303,-6.691167655342698,97.79314779820865,123.12891185073032,-6.1633296906972195,54.168523260580436,117.0640769665253,-2.410688701248116,29.12466240995032,76.06448627311737,-3.237718007517964,13.873436109518376,80.15302132366834,14.767900070547057,99.06412186707854,124.81377267938561,12.695333364377387,57.97339190109088,140.5435240839497,9.489798059215055,9.87549186481818,135.28895817032983,11.229321802810158,7.386001595788322,150.80593259661134,3.712302192915276,108.15883989910576,120.78424902934907,5.125284379647307,131.58068512434394,124.01422660974568,6.651112890505033,152.77676824995527,121.42748719578661,7.869830686824727,167.38671080325625,130.62039113711978,8.961266649395162,187.30861805399277,132.00833170957227,0.14043976782460987,147.71321808044556,129.55794241984788,-13.577411076322594,148.53372259111578,126.50422532420859,-21.753276925132155,121.12728353052852,128.04749027001267,-23.791189247348033,97.60214562903761,136.81691765179198,-25.273387149161085,84.62316927316863,144.18911285631927,11.544918008364984,146.9669294178427,130.16986394317544,25.247296953133496,147.3581762386005,126.96524466567749,29.719428774134585,118.99661181826103,120.21036892045282,29.783958422445433,94.38808354182541,121.34305776826649,30.382270929465484,79.44809488386763,122.5425414255276
29,1.2083343,4.58837,103.094,130.398,-5.939424864514849,99.01674428368881,129.42321966033185,-5.796001552255622,54.97997307930534,128.4688021495387,-2.777219998231669,30.708804601934425,86.9472287641218,-4.1271292365606715,15.264238396974324,90.05256607090159,15.543361791186143,100.228079107184,130.82616805960507,13.180235938570917,58.095051601749134,143.45123560673508,9.410824419691007,10.480794629254667,135.08654928917977,11.138797620041686,7.495787454533383,150.51716304190305,4.475518307734633,109.296374451051,126.77079365735796,5.791577177265045,132.74105348685342,129.87355396795823,7.296761644049299,153.95086948009993,127.38931594359822,8.466064117683676,168.53210863948826,136.6340643801038,9.7173086821392,188.43508524601327,138.15258643790813,0.6731763123479748,148.8386217623994,135.39717131233064,-13.017110293922748,149.5197480384871,132.18937344327978,-20.739312025800615,121.93938079496456,132.3634256681201,-23.00911135395839,97.83951530779593,139.3299564426001,-24.674489339621154,84.28996488975893,145.54575885531747,12.068679580687236,148.12237331598087,136.18648245622276,25.843427327363088,148.50588836704546,133.30775213617616,30.613058234773526,119.99237558221819,127.45652530725667,30.725256073942617,95.43591891213784,129.41475396830634,31.34617089170141,80.55534889990686,131.1988786557035
30,1.2500010000000001,5.39757,104.403,136.281,-5.186116827452032,100.42946128838173,135.50302902252704,-4.916072291754142,56.649034701226824,140.33728438753462,-2.4871849012144596,29.815631005735654,100.38340260006274,-4.009065949981424,14.62436452331834,104.49549461430418,16.325473867013603,101.42216384313672,136.60381337541472,13.838028519085576,58.39545802065755,145.69688232080017,9.457889665554532,11.316690036254364,134.9405866700187,11.142386893491526,7.946150511326106,150.2964302613024,5.303582822636705,110.55549752151963,132.5692954258473,6.488638961303937,134.02388192257112,135.54296035949238,7.872709328980182,155.2505107315242,133.13300352744247,8.870641519656221,169.79643442720632,142.45316514270465,10.186242582171742,189.67615202802443,144.20417112671214,1.1249697669317644,150.06749837689424,140.99029954544508,-12.502902513038501,150.62437868148032,137.50478251325572,-19.84430846892996,122.96898298754131,136.2311268867922,-22.380471476395122,98.45029331275529,141.41666353718924,-24.238547112892462,84.44907762537828,146.467753934777,12.506930746893033,149.44185113133327,142.01648102664666,26.35164254468574,149.95080559063672,139.51792781950564,31.597552576555877,121.30639409593054,134.8291365268195,31.72099216610897,96.88730257831317,138.07868174970258,32.34375727607001,82.15003709280072,140.80359819380485
31,1.2916677,6.03521,105.606,141.789,-4.620370706455582,101.79779038924251,141.18500085691545,-4.208437339201855,58.929893703232665,151.30144518074556,-2.1352294444325066,26.994862448460854,115.27229995760415,-3.6642364147401016,12.642029297105289,121.72662550053266,16.91824177830028,102.45349040771015,141.96214207786593,14.41481929850568,58.811521589172266,147.37325422492506,9.41690786199372,12.25733509309618,134.76284152771927,11.07177863686551,8.595779189833994,150.055140605548,5.98313345488759,111.74437189020642,138.05316157220727,7.165134522806833,135.21306435054785,141.02561094305463,8.395244808210851,156.45921549169992,138.70586878471767,9.164916430403048,170.95570046879814,148.1241863762601,10.404680462407308,190.81178454424932,150.17331066081755,1.564900011745121,151.18926236679386,146.43287926760732,-11.991716853455973,151.6814779506747,142.67073752072562,-19.10792609747986,124.07635145260323,139.90380635549903,-21.970356472648067,99.28552155866211,143.32569209854978,-24.048823031295477,84.95028891051086,147.22198285874245,12.933382854605998,150.66364625284953,147.64731090831003,26.81859070606476,151.386619068314,145.4436410681599,32.59250005040455,122.65866914954306,142.0711775657874,32.62320028273491,98.52596250147386,147.01873649596453,33.17036517143793,84.07072232232365,150.9869403651794
32,1.3333344,6.65113,106.267,147.093,-4.058255453174169,102.58471064631838,146.69489960160087,-3.407862335991308,61.018134989884715,161.25393384600463,-1.6282367255853778,22.828463342982893,131.9175122864993,-3.0639130250772784,10.24224290104669,141.3793244041681,17.497963115081625,102.98813747987309,147.0301705182521,15.024897297071671,59.04947381881782,148.88664090020706,9.40476294488398,13.034924209671622,134.66098725746426,11.108490147306945,9.15213116335461,149.89323042054423,6.593700230677372,112.42008411706072,143.38152214642597,7.816852540990305,135.87719127597697,146.4278526842692,8.85012069232861,157.14293753927487,144.19319250863592,9.378382287313269,171.59302247462176,153.69904136083872,10.416627962124437,191.42941547182772,156.031327530916,2.0064546475225935,151.77605757491693,151.84129956171398,-11.49176028130958,152.24207771272825,147.87155567819875,-18.508411022446598,124.80165162363748,143.61374174633073,-21.735096595743638,99.87565152660008,145.27839663400928,-24.050407777008722,85.31124354660209,148.02017604272905,13.368623305447507,151.36192846945846,153.15398350329357,27.26105001633579,152.36417907482402,151.11099027248196,33.583780636712916,123.61838248470073,149.18513938824893,33.43243877886172,99.99432682328275,156.1671091519969,33.82995400402526,86.02108182759062,161.60681557202804
33,1.3750011,7.21145,106.22,152.441,-3.5240888690493426,102.5972511724083,152.2605236319771,-2.8090141609125894,62.334304062459864,170.1085616003898,-1.2062237127732285,18.56220382305392,150.0168214781617,-2.5844031898358724,8.678923901052702,162.28146168129732,18.03594061879912,102.88553592909521,152.09397291247527,15.533369617959679,58.93348792987515,150.63681259231902,9.324720447710128,13.586579026923722,134.6241789594439,11.14233822698435,9.451302128062864,149.7765962774237,7.100499274080319,112.40735228319463,148.7881693376692,8.400054522601229,135.84738056249148,151.93274212370946,9.243832131731878,157.1265078643385,149.74639953248123,9.555974061696444,171.57030293753633,159.271341981201,10.33808213099686,191.40290838717758,161.73224995322997,2.4318099730751674,151.6805963081524,157.3668397042934,-11.026605996702909,152.1439464105796,153.26389030154624,-18.023425732334264,124.95250016168512,147.60623040253117,-21.642877377495985,100.02491048671553,147.55238519671792,-24.209929732686383,85.33117805666674,149.13493676928806,13.794210209371219,151.36756295111056,158.70526775435755,27.670420369439903,152.66291955351437,156.71763338136148,34.53355444976585,123.97966230566841,156.29955446983837,34.13373310087605,101.1156015232767,165.4615236611025,34.327371806118784,87.84023658752982,172.44201002485784
34,1.4166678,7.69792,105.516,157.658,-3.030328844358527,101.86860015185462,157.558870401141,-2.4050491695912397,62.543297005238394,177.390619161492,-0.04567172095269978,15.355861589985203,167.90257433051843,-1.6367193263149016,8.681953548577894,182.14783736678106,18.525093886409927,102.21516415199993,157.12371174998734,15.876577480321387,58.461339248284716,152.79279172297967,9.263553379519058,13.993733735381923,134.62155402095271,11.070285660185123,9.508114793623417,149.67528914467988,7.5257564385968685,111.75730045930065,154.10056574586983,8.882542522835749,135.16011224406995,157.48872744112265,9.547000508812504,156.45836906189277,155.43055703636114,9.738754930657855,170.88611423973282,164.98296912323303,10.287636377981404,190.71616289477936,167.52617566130093,2.83380382045514,150.9125642515551,163.0666388987473,-10.638855585711712,151.37839094354595,159.0109883278829,-17.61591444333066,124.48857883289104,152.03976136246584,-21.554696204806426,99.67193252279237,150.27677506744362,-24.31251909196169,84.9327531465537,150.66536770523163,14.207916101654744,150.6787403349459,164.31900260322212,28.038959862845203,152.24099323048833,162.21200428786833,35.39382149280636,123.69455758553538,163.21881514378177,34.74418463309785,101.84007048844374,174.56897715615708,34.74652431117445,89.4723110782057,183.05652813959009
35,1.4583345,8.07773,104.198,163.217,-2.622936915811641,100.46957106747598,163.16024748399317,-1.8809471566206581,61.858436801110656,184.34511149112313,1.6065037995440026,13.807281838385578,185.42581048017033,-0.3692405123228757,10.460339395601899,200.7520758667157,18.925148119550926,100.98666627332064,162.56161352498626,16.037604297819218,57.53946178549174,155.915470733187,9.153959695950817,14.368200975412556,134.93568082728493,10.880120320440938,9.271110067658167,149.80309599524696,7.830210919005624,110.47713235940168,159.73130906343403,9.215490449133926,133.8597255069268,163.2452023323907,9.747816230183025,155.16612012248865,161.23336460113907,9.908245650741907,169.62995333537438,170.73162594431355,10.313059760829345,189.4722571836995,173.20530812418556,3.1518687341738003,149.56723242784773,168.9326269159773,-10.361103679188439,150.02132966284117,165.01201219486754,-17.262097015380952,123.43663361082734,156.88984636005304,-21.451837058799736,98.82936351982589,153.51103095246089,-24.34675234919994,84.13336216467438,152.70666186380058,14.540777714779079,149.38843925329343,170.0525840088256,28.316664366548792,151.14913469122232,167.74981479178507,36.104307244146995,122.79619065016634,170.08858120650933,35.26719867038664,102.09621144857397,183.41813192373098,35.13034160767075,90.74016008144051,193.21718123942537
36,1.5000012,8.38799,102.722,169.331,-2.2818193257438644,98.90591382719948,169.36748109278807,-0.806385889981122,61.12521814415615,191.9641806531338,4.028520871586135,14.185708699309941,201.73914087875843,1.7823046483230036,13.695270950175594,217.38247759100028,19.255392294783757,99.59938549384863,168.5843263059389,16.193467063962082,56.4321698905311,160.37550105038724,9.270116362971141,15.066529433575688,136.03941853718305,10.904296090518606,9.014535228202329,150.55502471660938,8.059168528084836,108.99705102847389,165.84468084977058,9.385747751123068,132.39183774322606,169.29956865130018,9.763155658748463,153.69945125963207,167.2657341411117,9.951547623971909,168.21924816234292,176.6777043771392,10.255412497564453,188.07806316543432,179.03039067403242,3.3269576361537005,148.06865367634694,175.07612341246158,-10.255758594261557,148.43522543575332,171.39464375290623,-16.987442922120515,122.08271789291919,162.4186132623559,-21.322595627013676,97.72865004543884,157.66741480016915,-24.278261323167335,83.1455717574597,155.77061013461923,14.733597839390503,147.95561023454238,176.00848552653898,28.4454991630318,149.83698561439618,173.43515377464533,36.578532876498706,121.67997003886003,176.7582370148796,35.7512073107413,101.98763832014919,191.53641064771065,35.63256945073746,91.49242148036926,202.25258293748715
37,1.5416679,8.53683,101.475,175.298,-2.1388021094910883,97.6755192234351,175.35716491711918,-0.002284596163586894,59.78654701636126,197.71851056413817,5.8038346749958,13.863949493513907,211.1217838021217,3.363372423640417,14.608987802971132,226.72591985373157,19.394263962310205,98.34403164596556,174.44838802020644,16.217425600655194,55.56686943127776,164.43885296502887,9.285235422130892,16.722006076977266,136.2552542284056,10.83564500233668,9.239126061190943,150.09731826535295,8.196758985461281,107.7899241238085,171.88553824882797,9.458243141946289,131.1646544501305,175.4970126678928,9.70366603324899,152.47981354006959,173.5229118895353,9.922656556591884,167.03016124495124,182.88691755859227,10.181619944728347,186.89852738089732,185.1630908937308,3.398762620799676,146.7939534038141,181.40021437519786,-10.247317437861831,147.03393554765825,177.94988755912135,-16.721368155654755,120.79634199484094,168.4622796987086,-21.065232166014685,96.64649410743809,162.76985060417366,-23.999823403428163,82.19209723729642,160.03880952250992,14.817112245271803,146.73489535397536,182.18208562909226,28.481565179509,148.66979406654733,179.40418345036034,36.82957814169439,120.64500772382134,183.2679479041856,36.12058267223433,101.5492181999386,198.81513285572777,36.11348519113796,91.54164908152588,209.98869584905958
38,1.5833346000000001,8.69835,100.701,182.229,-2.002383328892888,96.97615035840063,182.3977511999929,1.2765042778638795,58.47334940241407,203.5389885276557,8.021620198156146,12.106453047285775,214.80211648320216,5.9605915519926365,11.98836671950842,230.4781560512463,19.522962229495462,97.49724371002586,181.24290096257556,16.477525959262,54.916841589731796,170.38917467449235,9.933087814238501,19.46644661134915,137.9587301404573,11.33257102581599,9.978396070437508,150.5292648814148,8.363478406049028,107.03062446533892,178.8433648556072,9.460143439439051,130.44314828206282,182.2585020301254,9.551840618182695,151.74271338200288,180.1106120215527,9.743880102173975,166.40902518762823,189.29252882629248,9.926138870382651,186.30360549504664,191.33518791020515,3.3595061886635422,146.0817120655179,188.09439341809326,-10.326743752522386,146.1552741435822,184.799093932074,-16.452281972917973,119.86724498749919,175.2201244858463,-20.63775629719155,95.77833240044009,169.16255471114485,-23.458600631091333,81.39321979742142,165.98271624946491,14.785033776620331,146.10020791079916,188.76558333022368,28.41136441098913,148.02101397648488,185.79717213307,36.802668665772686,120.00876508295345,189.65807494943277,36.37466001930743,100.9308676085418,205.23746674077023,36.600906643473785,90.91557888951445,216.4018209244916
39,1.6250013,8.79486,100.463,189.947,-1.958593857218844,96.90157616350157,190.24392758980449,2.0066724742040436,57.80972731906863,210.15052744973826,8.767018822636663,10.647792367662795,217.38193994087712,7.42659489839003,9.144405870558533,233.06451284023365,19.561692623478663,97.08642376325119,188.906459865493,16.59224397399802,54.39102390948284,178.4923392985147,10.723103947994437,23.496566368550262,141.58191264100805,11.852614493516256,11.601911665507323,151.93765478838375,8.526303920507107,106.76051719999518,186.49620807124913,9.448416805072172,130.2496075902315,189.39869804579283,9.40313522098769,151.51622167032727,186.94464253409075,9.526969051960585,166.32245661112057,195.90038088515584,9.648215303303848,186.23722114995655,197.74088426990048,3.2833465700749214,145.93446159425824,195.03938454982918,-10.416644680442179,145.85366907680748,191.80186082954867,-16.21791296628152,119.35865427100208,182.59866422357376,-20.092032036982012,95.12553956300184,176.9210406453114,-22.721014296769596,80.6853069392811,173.827800588259,14.711683913780114,146.0296999681649,195.6538386719644,28.314932110320328,147.8938275952924,192.5466672528751,36.58944288638284,119.7759232701288,195.85159894727835,36.52539642600771,100.14592843554405,210.73534890750992,37.035917919218086,89.64151641208609,221.43098801166832
40,1.666668,8.84875,100.919,197.327,-1.9660286381356435,97.54831879885873,197.6232209386569,2.0653875258266217,57.69069749469431,215.93404857766296,8.1559239898496,9.966521804689059,218.68216393519774,7.438262298959749,7.227017460016447,234.23787277931504,19.562364685493915,97.33880903674859,196.42735082753163,16.883997915693193,54.15303543415401,188.1821091130336,12.194878526575572,27.718067954609918,147.80267671060193,13.205711625173693,13.952080213924395,155.51473207672026,8.710579424213746,107.1489031838917,193.74816982815292,9.510281345305836,130.69596745484918,196.17887932163404,9.354748702135167,151.93770576537054,193.52225054584736,9.380570289946863,166.81346749131154,202.36285141179715,9.429011902401049,186.73023763410973,204.18491630886473,3.286722620913964,146.4041975549511,201.6887708172261,-10.434240072231546,146.17141582039082,198.54889136542158,-16.0731236528491,119.327908181946,190.30459390103098,-19.588786173064182,94.79144188285605,185.8224074793075,-22.015804339319196,80.18838294632133,183.40161163563096,14.716287307810067,146.56019002765223,202.2669023542643,28.32267186856447,148.3177303573964,199.11171635203132,36.27098114258959,120.01498246513852,201.5170203159073,36.47141449645917,99.49445277918132,215.1454648314054,37.17778442059832,88.20914444278858,225.00157244459717
41,1.7083347,8.88147,101.623,204.433,-1.9635674276553825,98.34154866063358,204.5939841489873,2.2572127399134736,57.62232005468826,220.8512329215332,8.239162160757427,9.822970313830254,219.55425057546913,7.955889446440407,6.200724470570796,234.94252830952087,19.58280006858262,97.94036290273684,203.859942961642,17.147005716631078,54.16462853323845,199.6266596703013,13.965504943320012,31.213053780953253,157.0309183731694,15.100141634448281,16.412793131531675,162.47746629716022,8.867731180148025,107.75130548768286,200.6803351758963,9.624624694348514,131.33899449198128,202.6953158779279,9.443807914625403,152.56756554946725,199.93698495914035,9.436223753257782,167.45703001247225,208.754522474672,9.480774385221041,187.35530795220564,210.7686104256591,3.42255410379685,147.07059747013776,208.16258836925047,-10.331617492729448,146.72855102667663,205.18204891164808,-16.034348379537473,119.48936400243552,198.41116257798234,-19.24914373544327,94.6436713130764,195.79492441468807,-21.54513050986008,79.87501147245952,194.52404627581979,14.854973154142245,147.2350234763718,208.6786091085368,28.473520991381353,148.82174506371953,205.48559846909717,35.89652502397451,120.30801141081761,206.854046506245,36.19444152071572,98.87347676242206,218.9923652613817,36.95645992104493,86.77424641017163,227.82570850393387
